,author,published_at,updated_at,like_count,text
1248,@Ekpap,2023-06-23T22:51:33Z,2023-06-23T22:51:33Z,1,"The source material is so top tier, that it would be hard for this to be bad."
1249,@AlthosWTF,2023-06-23T22:32:40Z,2023-06-23T22:32:40Z,0,"Read the LN, watched the Chanime, this should be good!"
1250,@bonster101,2023-06-23T21:53:26Z,2023-06-23T21:53:26Z,0,CGI budget looks like nickelodeon quality
1251,@Tarpit_,2023-06-23T21:50:25Z,2023-06-23T21:50:25Z,0,and piratebay
1252,@vort3xc,2023-06-23T21:49:16Z,2023-06-23T21:49:16Z,0,whitewashed garbage
1253,@mkowalski4646,2023-06-23T21:36:14Z,2023-06-23T21:36:14Z,0,I really hope Netflix won't f  this up.
1254,@user-cr3uv4cz7j,2023-06-23T21:32:23Z,2023-06-23T21:32:23Z,1,I loved this teaser
1255,@rosemuses7358,2023-06-23T21:26:34Z,2023-06-23T21:26:34Z,0,"LOL not even showing the main male character, what is this?"
1256,@raoulduke2924,2023-06-23T21:03:01Z,2023-06-23T21:03:01Z,0,REHYYYYDRAAATE!
1257,@8i9899,2023-06-23T21:02:55Z,2023-06-23T21:02:55Z,1,they are going to ruin it
1258,@rookiemoves,2023-06-23T20:28:28Z,2023-06-23T20:28:28Z,1,Anyone who hasn’t read the books is wondering wtf this is even about
1259,@matthewharrison1494,2023-06-23T20:22:32Z,2023-06-23T21:17:30Z,2,Sonoya Mizuno should’ve been cast as Sophon
1260,@Basshead004,2023-06-23T20:22:05Z,2023-06-23T20:22:05Z,2,"A really well made trailer, here's to hoping the show lives up to this and the book"
1261,@kyzarsoze4040,2023-06-23T20:21:42Z,2023-06-23T20:21:42Z,0,Why does every big box office show from Netflix looks so generic???
1262,@chohsena627,2023-06-23T20:15:04Z,2023-06-23T20:15:04Z,0,Lost me at Game of Thrones. LOL. Not again. Never again.
1263,@buriedintime,2023-06-23T19:59:03Z,2023-06-23T19:59:03Z,0,the first few seasons will be great then they'll get bored and lazily crap out the last 2 seasons and everyone will be unhappy.
1264,@xenwraithtealix1075,2023-06-23T19:57:25Z,2023-06-23T19:57:25Z,2,Radar Peak looks much scarier than I imagined it
1265,@anakarlaalbuquerque3806,2023-06-23T19:45:27Z,2023-06-23T19:45:27Z,0,Dark people might love this!
1266,@crimsonraen,2023-06-23T19:34:03Z,2023-06-23T19:34:03Z,1,"Oooooohhhh, this could be pretty great!"
1267,@spikelike,2023-06-23T19:29:20Z,2023-06-23T19:29:20Z,0,THEY SHOWED HER PRESSING THE BUTTON 🚨
1268,@jaygeewin,2023-06-23T19:26:51Z,2023-06-23T19:26:51Z,1,"Damn it, January needs to hurry up."
1269,@vinitramuralikrishnan1302,2023-06-23T19:10:04Z,2023-06-23T19:10:04Z,0,Should we be excited for this considering it's coming from DND?
1270,@vladimirlos5432,2023-06-23T18:59:06Z,2023-06-23T18:59:06Z,1,"Very strange decision. Especially when ALREADY CHINESE series exist!<br>Netflix thinks it can produce better??? :)))))))))))))))))))))))<br>Chinese and Americans (Western at all) peoples have VERY different mentality and life experience. Netflix makes only american way of thinking's adaptations. Globalization is a myth. Deeper layers of ""inner space"" stay the different at any time and epoch. That is why for Russians all western movies based on Tolstoy's, Nabokov's, and Dostoevsky's books look like ...... I don't know how to name and classify them .... may be silly caricatures..."
1271,@monsvague4825,2023-06-23T18:53:48Z,2023-06-23T18:53:48Z,0,Odd choice for Netflix. The books are decidedly non-woke.
1272,@LucidRobYT,2023-06-23T18:51:14Z,2023-06-23T18:51:14Z,0,"I wish HBO picked this series up, and I'm a bit nervous about D&D at the helm. Netflix ruined the Witcher series and D&D killed GOT when they got bored. So, I'm going in to this cautiously optimistic. Fingers crossed."
1273,@DtWolfwood,2023-06-23T18:33:53Z,2023-06-23T18:33:53Z,1,great now i have to read the rest of the books...
1274,@tabbris,2023-06-23T18:27:20Z,2023-06-23T18:27:20Z,0,"""from the creators of game of thrones""<br><br>Nooooooo!"
1275,@brendanm4179,2023-06-23T18:03:25Z,2023-06-23T18:03:25Z,1,Damn don’t give me a trailer this good and make me wait 6 months!!
1276,@nunooliveira1628,2023-06-23T17:59:09Z,2023-06-23T17:59:09Z,0,Please don't ruin this :(
1277,@CurrentlyOnLV-426,2023-06-23T17:58:42Z,2023-06-23T17:58:42Z,1,"3 body Problem.<br>Slight harder than 2 Body Problem,<br>but not as difficult as 4 Body Problem.<br>5 Body Problem? Forget about it."
1278,@Ocelot93090,2023-06-23T17:52:32Z,2023-06-23T17:52:32Z,0,From the Creators of game of thrones??? Isn't this an incredibly popular chinese sci-fi novel? Hello?
1279,@modernbride,2023-06-23T17:40:53Z,2023-06-23T17:40:53Z,0,It gave me the chills and goosebumps already ❤ it just better not be boring like game of thrones and I never could love that show except the last season. This however seems like everything we need ro be aware of regarding the future and AI
1280,@Birdseed99,2023-06-23T17:32:45Z,2023-06-23T17:32:45Z,0,"One of the bleakest realities in sci fi I’ve read, excited to see how this gets tackled"
1281,@jiacheng23,2023-06-23T17:27:55Z,2023-06-23T17:27:55Z,1,There's too many white people in this trailer for a story based in China.
1282,@peaceakoja2429,2023-06-23T16:59:41Z,2023-06-23T16:59:41Z,1,saw this at first and ignored it. I'm glad i came back to watch this. looks nice
1283,@leookada2402,2023-06-23T16:38:16Z,2023-06-23T16:38:16Z,0,Are they gonna mess up an ending again? Stay tuned.
1284,@TheJerbol,2023-06-23T16:28:54Z,2023-06-23T16:28:54Z,0,"Friendly reminder that this is made by D&D from GoT, so it'll be amazing until they get bored and abandon it"
1285,@AlanSmith88888,2023-06-23T16:26:31Z,2023-06-23T16:26:31Z,2,Whos the sexy chick walking on fire with a samurai sword?
1286,@Smellslikegelfling,2023-06-23T16:10:16Z,2023-06-23T16:10:16Z,0,I hope the series is good and doesn't get canceled because I'd rather watch it than read the books.
1287,@dragonrabbit7410,2023-06-23T16:07:24Z,2023-06-23T16:07:24Z,0,"this looks really cool, but i might never see it. if y'all don't calm down with your password sharing crackdown i'll be canceling my subscription."
1288,@torchlight1785,2023-06-23T16:00:44Z,2023-06-23T16:00:44Z,1,“From the creators of Game of Thrones.” I read it as “creator” and thought Martin took up another writing opportunity instead of finishing his book.
1289,@bluetowerenglishtranslation,2023-06-23T15:52:36Z,2023-06-23T15:52:36Z,0,is that supposed to be sophon at the end?
1290,@zz-.-,2023-06-23T15:46:40Z,2023-06-23T15:46:40Z,1,Ummmm so after watching the trailer - what is this show even about?? Aliens? War? Science? What’s the plot?
1291,@martn0o,2023-06-23T15:44:59Z,2023-06-23T15:44:59Z,0,"I'm beyond hyped for this. Curious though, is that the Sophon at the end? If so, why is she being teased this early?..."
1292,@Capin91,2023-06-23T15:40:31Z,2023-06-23T15:40:31Z,0,"Gonna have to reread these I see, hyyype"
1293,@happypuppy8221,2023-06-23T15:27:20Z,2023-06-23T15:27:20Z,1,"Netflix, please don’t mess this up."
1294,@OberynTheRedViper,2023-06-23T15:15:10Z,2023-06-23T15:15:10Z,1,"Whelp, that’s a big nope from me - The game of thrones douchebags are doing this one? Never watching anything by those two ever again.<br><br>Also, TF did they show Sophon in the trailer…."
1295,@vitorhan3295,2023-06-23T15:06:38Z,2023-06-23T15:06:38Z,0,"First I thought it was a TV show about North Korea than I thought it was the Avatar The last airbender live action than I just thought ""woww that was have cost as much as stranger things"" but still haven't figured it all out"
1296,@daijohn5272,2023-06-23T15:05:22Z,2023-06-23T15:05:22Z,1,From the trailer looks like they are delibrately making sure all the chinese actors are ugly again
1297,@duyanhpro10,2023-06-23T14:58:58Z,2023-06-23T14:58:58Z,8,The book series goes absolutely crazy. Hopefully they can do the book justice
1298,@kylecasse9367,2023-06-23T14:49:41Z,2023-06-23T14:49:41Z,1,"Not to bash on all of you hardcore fans, but this is created by the 2 clowns that messed up Game of Thrones"
1299,@yaryaar8826,2023-06-23T14:44:54Z,2023-06-23T14:44:54Z,0,"Bring it! <br><br>(please universe, make it a good adaptaion with NO American diversity writers)"
1300,@PronkDaMonk,2023-06-23T14:32:13Z,2023-06-23T14:32:13Z,0,"Written by Benioff & Weiss (the Game of Thrones writers), lets hope they stick to the source material on this one 😬"
1301,@keithvaldez1398,2023-06-23T14:25:12Z,2023-06-23T14:25:12Z,0,I've been planning to read the book. 😅
1302,@ammod4827,2023-06-23T13:57:04Z,2023-06-23T13:57:04Z,0,"considering that this is made by the same people behind X-men origins and the 8th season of game of thrones, I'm not looking forward to this"
1303,@gloriabeckley7464,2023-06-23T13:28:25Z,2023-06-23T13:28:25Z,0,Three body problem should what the problem would be if an fleet of starships (or one huge one) suddenly appeared close enough to effect Earth’s orbit with it’s mass.
1304,@Factboy12,2023-06-23T12:07:03Z,2023-06-23T12:07:03Z,1,"<a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=1m16s"">1:16</a> Life looks for...<br><br><br><br><br>Cocks."
1305,@riyampatel8628,2023-06-23T11:53:04Z,2023-06-23T11:53:04Z,0,The book was awesome though 🤯
1306,@Qri0,2023-06-23T11:40:56Z,2023-06-23T11:40:56Z,0,From creators of Game of Thrones... Right. Let's  hope that they at least won't run out of source books before they run out of tv series screen time.
1307,@prachisharma444,2023-06-23T11:38:16Z,2023-06-23T11:38:16Z,0,Sci-fi is the real deal man.
1308,@nb3016,2023-06-23T11:30:37Z,2023-06-23T11:30:37Z,1,Can't wait to see how they handle the Panama Canal scene... IYKYK 😮
1309,@asmrcoder5112,2023-06-23T11:09:30Z,2023-06-23T11:09:30Z,0,my favourite sci-fi of all time is been turned into a movie. hope it turns out good.. 😢
1310,@sycheNarrates,2023-06-23T11:06:02Z,2023-06-23T11:06:02Z,0,FYNULLY!!!!!
1311,@SpeicherThug,2023-06-23T11:04:35Z,2023-06-23T11:04:35Z,1,Is that a Philip Glass score?!
1312,@SouRi1Two3,2023-06-23T10:23:30Z,2023-06-23T10:23:30Z,1,Did they race swap characters? Also the D&D involvement scares me.
1313,@nizicike759,2023-06-23T10:21:30Z,2023-06-23T10:21:30Z,0,"At first, I thought the names of each book were just gimmicks to attract readers. After I finished the series, they were just the content of the book"
1314,@lokhtar,2023-06-23T09:49:49Z,2023-06-23T09:49:49Z,0,I don’t even know how this is adaptable!  Especially the second and third books.
1315,@decado7,2023-06-23T09:46:59Z,2023-06-23T09:46:59Z,3,"This was such a full on, epic novel series. Really interested to see how this is translated to tv"
1316,@accvdre,2023-06-23T09:31:53Z,2023-06-23T09:31:53Z,0,Another sci-fi Netflix will cancel by season 2.
1317,@jitteryjet7525,2023-06-23T09:14:30Z,2023-06-23T09:14:30Z,0,Good trailer.
1318,@GwEClanGaming,2023-06-23T08:26:56Z,2023-06-23T08:26:56Z,9,Honestly it is almost like these images from the trailer are the exact ones my mind came up with when reading the first book. Just awesome how accurate this is <3
1319,@alecsuarez3534,2023-06-23T07:54:45Z,2023-06-23T07:54:45Z,0,It is hard to tell based off the trailer but I feel like they may have changed certain aspects of the story. Hope it works out.
1320,@cloudflow3174,2023-06-23T06:43:26Z,2023-06-23T06:43:26Z,1,"I don't think the Netfilx version can surpass the Tencent version of Three Bodies, except for the special effects. In terms of plot, Tencent's version has basically restored 90% of the content of the book, while Netfilx on the preview, and the original is very different. Expectations for the Netfilx version is to exceed the animation"
1321,@ghaliafra,2023-06-23T06:24:44Z,2023-06-23T06:24:44Z,0,story about Jokowi the conqueror?? amazing
1322,@CrunchyButtBurger,2023-06-23T06:07:52Z,2023-06-23T06:07:52Z,0,You’re bugs!
1323,@olpia1084,2023-06-23T05:39:53Z,2023-06-23T05:39:53Z,0,"WTF, I didn't get the story but im soo read for it , I can pay netflix the double.<br>Omg so hyped"
1324,@thecryptobarnacle9530,2023-06-23T05:31:01Z,2023-06-23T05:31:01Z,1,Just remember that this is Netflix. They will make one or two seasons and stop in the middle and let everyone down like they did with The OA.
1325,@stephengarcia2726,2023-06-23T05:25:29Z,2023-06-23T05:25:29Z,1,YOU’RE ALL BUGS!
1326,@lukaszzylik4437,2023-06-23T05:20:16Z,2023-06-23T05:20:16Z,0,"The showrunners are amazing at adaptations. They did an amazing job with adapting ISOIAF, until they ran out of book material."
1327,@billzander2875,2023-06-23T05:14:51Z,2023-06-23T05:14:51Z,0,"Oh God Yes!   I get goosebumps from film clips, but this is the first time I got them all over my legs.  This is going to be beautiful."
1328,@coffeebean_tamer,2023-06-23T04:45:32Z,2023-06-23T04:45:32Z,0,I cant wait came across the books because of YouTube exloring the themes it was absolutely chilling.
1329,@equipadont,2023-06-23T04:29:52Z,2023-06-23T04:29:52Z,0,Im already having nightmares in reading The Dark Forest lol
1330,@uraichur,2023-06-23T03:58:57Z,2023-06-23T03:58:57Z,0,"There is so much to this crema de la crema of science fiction that not a day goes by without me reminiscing something or the other about it . Having read Liu Cixin’s Three body problem trilogy in the lock down of  2020, I am yet to find my bearings to get out of the hangover. I, like any fan of this great writer, have only to hope that this celluloid adaptation live up the rigours of the original work. Can’t Wait to watch this!"
1331,@rishu521,2023-06-23T03:55:44Z,2023-06-23T03:55:44Z,2,I don't know why but I've a feeling that they are going to ruin the adaption. Except the from cultural revolution I don't see any similarity with the book here...
1332,@RobbWolfVideos,2023-06-23T03:07:16Z,2023-06-23T03:07:16Z,1,Oh please Netflix…please just stick to the basics of the novels….do that and this will be huge.
1333,@user-bv5qw5bu9m,2023-06-23T02:51:13Z,2023-06-23T02:51:13Z,0,I think it will be mess up
1334,@93hlang,2023-06-23T02:44:49Z,2023-06-23T02:44:49Z,1,Finished Death's End a day before this trailer came out!
1335,@93hlang,2023-06-23T02:43:47Z,2023-06-23T02:43:47Z,0,Cannot wait to see how they do the scenes on Trisolaris from the V-suit in Book 1
1336,@skyler5043,2023-06-23T02:25:21Z,2023-06-23T02:25:21Z,0,Quin's ideas gang anyone?
1337,@Armando-os3xp,2023-06-23T02:25:11Z,2023-06-23T02:25:11Z,2,"""From the creators of Game of Throne"""
1338,@skyler5043,2023-06-23T02:24:57Z,2023-06-23T02:24:57Z,1,Come on? 2024? Seriously?
1339,@jernaugurgeh451,2023-06-23T02:14:42Z,2023-06-23T02:14:42Z,1,OMG. I'm reading the final book of the trilogy right now. Had no idea a TV series was in the works.
1340,@amandachang5083,2023-06-23T02:07:59Z,2023-06-23T02:07:59Z,1,There should be more Asian faces in this movie
1341,@maximmalyuk9534,2023-06-23T02:01:35Z,2023-06-23T02:01:35Z,1,There is Chinese series release already in January this year<br>I saw it 30 episodes-fantastic
1342,@Fireict,2023-06-23T01:43:01Z,2023-06-23T01:43:01Z,1,"There's already a Chinese adaptation of the book into a series, but I'm curious to see the Netflix one!"
1343,@Ponderingbooks,2023-06-23T01:38:53Z,2023-06-23T01:38:53Z,0,I’m so excited for this!
1344,@maelstromrabbit3319,2023-06-23T01:14:20Z,2023-06-23T01:14:20Z,0,really look like it come out from the wackowski sister
1345,@Bad_News_For_Lovers,2023-06-23T00:48:05Z,2023-06-23T00:48:05Z,0,"Wait wait, is it Dan and Dave from GoT? Adapting a book....uh oh"
1346,@elisabethpost6173,2023-06-23T00:32:47Z,2023-06-23T00:32:47Z,0,Ok so not the physics problem then…
1347,@martycoll1678,2023-06-22T23:52:50Z,2023-06-22T23:52:50Z,0,This show has a lot to live up to. The books are incredible and so is the Chinese version of this series. Please don't screw this up like you did with Game of Thrones!
1348,@donaldrobinson5871,2023-06-22T23:44:18Z,2023-06-22T23:44:18Z,0,I was just getting over the idea of the dark forest.... 😢😢
1349,@RenegadeChain,2023-06-22T23:32:39Z,2023-06-22T23:32:39Z,0,"This isn't the most impressive trailer I've ever seen, especially for a novel series of this magnitude. I can only hope that this lives up to the standards of faith set by the Tencent production, but I'm skeptical seeing Sophon in the same trailer as Da Shi... But I'm keeping an open mind, considering the directors actually have a complete series to work from this time around."
1350,@DancinNaked,2023-06-22T23:31:06Z,2023-06-22T23:31:06Z,0,I'm so damn excited for this!!
1351,@ericksarduy3918,2023-06-22T23:24:28Z,2023-06-22T23:24:28Z,0,THE BEST
1352,@ApproximatelyCee,2023-06-22T23:19:22Z,2023-06-22T23:19:22Z,0,Looks really good 👍🏼
1353,@Nagakaze1412,2023-06-22T23:09:59Z,2023-06-22T23:09:59Z,0,Perfect time for a reread
1354,@pinkbunnypeepsyall8251,2023-06-22T22:42:34Z,2023-06-22T22:42:34Z,5,such an amazing story! and the cinematography is spectacular! im so sad about it getting cancelled after the second season though 😢😢
1355,@cartoonraccoon2078,2023-06-22T22:38:33Z,2023-06-22T22:38:33Z,0,"This is where we are now?  Everything is just ""something something multiverse""?  Lazy."
